,Descriptions,Amount,Category,date,customer_id,type,month,fraud_type,is_scammed,is_scam_transaction
274,Amazon Prime Membership Renewal,12.99,Online Shopping,2024-02-06,14436,spending,February,none,1,0.0
275,Transfer to Vacation Fund,350.0,Transfers,2024-02-06,14436,spending,February,none,1,0.0
276,Transfer to Vacation Fund,400.0,Transfers,2024-02-08,14436,spending,February,none,1,0.0
277,Gas Station - Fuel Purchase,40.75,Transportation,2024-02-08,14436,spending,February,none,1,0.0
278,Transfer from Checking to Savings,200.0,Transfers,2024-02-09,14436,spending,February,none,1,0.0
279,ATM Withdrawal - XYZ Bank ATM,70.0,Cash Withdrawal,2024-02-09,14436,spending,February,none,1,0.0
280,ATM Withdrawal - ABC Bank ATM,60.0,Cash Withdrawal,2024-02-09,14436,spending,February,none,1,0.0
281,Online Shopping - Apparel,69.99,Online Shopping,2024-02-12,14436,spending,February,none,1,0.0
282,Grocery Shopping - Neighborhood Store,44.75,Groceries,2024-02-12,14436,spending,February,none,1,0.0
283,Electronics Store - Gadget Purchase,180.75,Electronics,2024-02-13,14436,spending,February,none,1,0.0
284,Credit Card Payment - Mastercard **** 6789,150.5,Credit Card Payment,2024-02-17,14436,spending,February,none,1,0.0
285,Publix Super Markets,55.0,Groceries,2024-02-17,14436,spending,February,none,1,0.0
286,Online Retailer - Electronics Purchase,299.99,Online Shopping,2024-02-18,14436,spending,February,none,1,0.0
287,Transfer to Emergency Fund,200.0,Transfers,2024-02-18,14436,spending,February,none,1,0.0
288,Transfer to Investment Account,500.0,Transfers,2024-02-19,14436,spending,February,none,1,0.0
289,Pediatric Urgent Care - Child's Illness Treatment,130.0,Healthcare,2024-02-20,14436,spending,February,none,1,0.0
290,SuperValu,35.0,Groceries,2024-02-21,14436,spending,February,none,1,0.0
291,ATM Withdrawal - VWX Bank ATM,70.0,Cash Withdrawal,2024-02-21,14436,spending,February,none,1,0.0
292,Coffee Shop - Cappuccino,5.25,Dining Out,2024-02-21,14436,spending,February,none,1,0.0
293,Fuel Purchase - Gas Station,45.6,Transportation,2024-02-21,14436,spending,February,none,1,0.0
294,Marks & Spencer,55.0,Groceries,2024-02-21,14436,spending,February,none,1,0.0
295,ATM Withdrawal - DEF Bank ATM,90.0,Cash Withdrawal,2024-02-22,14436,spending,February,none,1,0.0
296,ATM Withdrawal - JKL Bank ATM,90.0,Cash Withdrawal,2024-02-23,14436,spending,February,none,1,0.0
297,Target Grocery,50.0,Groceries,2024-02-24,14436,spending,February,none,1,0.0
298,Dining Out - Restaurant Name,65.75,Dining Out,2024-02-25,14436,spending,February,none,1,0.0
299,ATM Withdrawal - PQR Bank ATM,80.0,Cash Withdrawal,2024-02-25,14436,spending,February,none,1,0.0
300,Tesco,55.0,Groceries,2024-02-25,14436,spending,February,none,1,0.0
301,Credit Card Payment - Mastercard **** 2345,120.25,Credit Card Payment,2024-02-25,14436,spending,February,none,1,0.0
302,Transfer to Investment Account,450.0,Transfers,2024-02-27,14436,spending,February,none,1,0.0
303,Transfer to Vacation Fund,350.0,Transfers,2024-02-27,14436,spending,February,none,1,0.0
304,Credit Card Payment - Visa **** 7890,85.25,Credit Card Payment,2024-02-27,14436,spending,February,none,1,0.0
305,Target - Discount Shopping,50.0,Shopping,2024-02-27,14436,spending,February,none,1,0.0
306,Transfer to Vacation Fund,400.0,Transfers,2024-02-27,14436,spending,February,none,1,0.0
307,Credit Card Payment - American Express **** 3456,200.0,Credit Card Payment,2024-02-28,14436,spending,February,none,1,0.0
308,Transfer from Savings to Checking,300.0,Transfers,2024-02-28,14436,spending,February,none,1,0.0
309,Zara - Clothing Purchase,150.0,Shopping,2024-02-28,14436,spending,February,none,1,0.0
310,Home Improvement - Paint and Supplies,110.75,Home Improvement,2024-02-28,14436,spending,February,none,1,0.0
311,ATM Withdrawal - GHI Bank ATM,60.0,Cash Withdrawal,2024-02-28,14436,spending,February,none,1,0.0
312,Acme Markets,45.0,Groceries,2024-02-29,14436,spending,February,none,1,0.0
313,Online Retailer - Home Decor,89.99,Online Shopping,2024-02-29,14436,spending,February,none,1,0.0
314,Rent Payment - Apt #303,1500.0,Housing,2024-03-01,14436,spending,March,none,1,0.0
315,Paycheck Deposit - ABC Corp.,10813.912139444998,Income,2024-03-01,14436,income,March,none,1,0.0
316,ATM Withdrawal - MNO Bank ATM,80.0,Cash Withdrawal,2024-03-01,14436,spending,March,none,1,0.0
317,Transfer to Emergency Fund,150.0,Transfers,2024-03-01,14436,spending,March,none,1,0.0
318,Water Bill Payment - Municipality,65.75,Utilities,2024-03-01,14436,spending,March,none,1,0.0
319,Topshop - Affordable Style,50.0,Shopping,2024-03-02,14436,spending,March,none,1,0.0
320,Home Improvement - Paint and Supplies,110.75,Home Improvement,2024-03-02,14436,spending,March,none,1,0.0
321,ATM Withdrawal - JKL Bank ATM,90.0,Cash Withdrawal,2024-03-02,14436,spending,March,none,1,0.0
322,Utilities Payment - Gas and Electric,95.0,Utilities,2024-03-02,14436,spending,March,none,1,0.0
323,ATM Withdrawal - XYZ Bank Branch,100.0,Cash Withdrawal,2024-03-02,14436,spending,March,none,1,0.0
324,Fast Food - Lunch on the Go,15.2,Dining Out,2024-03-03,14436,spending,March,none,1,0.0
325,Online Shopping - Apparel,69.99,Online Shopping,2024-03-03,14436,spending,March,none,1,0.0
326,Phone Bill Payment - Mobile Co.,65.0,Utilities,2024-03-03,14436,spending,March,none,1,0.0
327,Amazon.com - Online Shopping,89.99,Online Shopping,2024-03-03,14436,spending,March,none,1,0.0
328,Transfer to Investment Account,500.0,Transfers,2024-03-03,14436,spending,March,none,1,0.0
329,Transfer to Vacation Fund,400.0,Transfers,2024-03-04,14436,spending,March,none,1,0.0
330,Utilities Payment - Internet Service,60.0,Utilities,2024-03-04,14436,spending,March,none,1,0.0
331,Home Improvement Store - DIY Supplies,75.4,Home Improvement,2024-03-04,14436,spending,March,none,1,0.0
332,Grocery Store - Fresh Produce,35.45,Groceries,2024-03-05,14436,spending,March,none,1,0.0
333,Transfer to Emergency Fund,200.0,Transfers,2024-03-06,14436,spending,March,none,1,0.0
334,Coffee Shop - Cappuccino,5.25,Dining Out,2024-03-06,14436,spending,March,none,1,0.0
335,Credit Card Payment - Visa **** 7890,85.25,Credit Card Payment,2024-03-08,14436,spending,March,none,1,0.0
336,Coffee Shop - Morning Espresso,4.5,Dining Out,2024-03-09,14436,spending,March,none,1,0.0
337,Credit Card Payment - Visa **** 1234,75.25,Credit Card Payment,2024-03-10,14436,spending,March,none,1,0.0
338,Walmart - Household Supplies,75.2,Groceries,2024-03-10,14436,spending,March,none,1,0.0
339,Online Retailer - Electronics Purchase,299.99,Online Shopping,2024-03-11,14436,spending,March,none,1,0.0
340,ATM Withdrawal - GHI Bank ATM,60.0,Cash Withdrawal,2024-03-11,14436,spending,March,none,1,0.0
341,Transfer from Savings to Checking,250.0,Transfers,2024-03-11,14436,spending,March,none,1,0.0
342,Cotton On - Affordable Clothing,25.0,Shopping,2024-03-12,14436,spending,March,none,1,0.0
343,ATM Withdrawal - MNO Bank ATM,80.0,Cash Withdrawal,2024-03-12,14436,spending,March,none,1,0.0
344,Physiatrist - Physical Medicine,130.0,Healthcare,2024-03-13,14436,spending,March,none,1,0.0
345,Charlotte Russe - Jewelry,10.0,Shopping,2024-03-14,14436,spending,March,none,1,0.0
346,Amazon Prime Membership Renewal,12.99,Online Shopping,2024-03-14,14436,spending,March,none,1,0.0
347,ATM Withdrawal - JKL Bank ATM,100.0,Cash Withdrawal,2024-03-14,14436,spending,March,none,1,0.0
348,Whole Foods Market,70.0,Groceries,2024-03-14,14436,spending,March,none,1,0.0
349,Credit Card Payment - Visa **** 7890,75.25,Credit Card Payment,2024-03-14,14436,spending,March,none,1,0.0
350,Costco Wholesale,80.0,Groceries,2024-03-15,14436,spending,March,none,1,0.0
351,WinCo Foods,40.0,Groceries,2024-03-15,14436,spending,March,none,1,0.0
352,Wegmans,60.0,Groceries,2024-03-15,14436,spending,March,none,1,0.0
353,ATM Withdrawal - ABC Bank ATM,60.0,Cash Withdrawal,2024-03-16,14436,spending,March,none,1,0.0
354,ATM Withdrawal - DEF Bank ATM,90.0,Cash Withdrawal,2024-03-16,14436,spending,March,none,1,0.0
355,Transfer from Savings to Checking,500.0,Transfers,2024-03-17,14436,spending,March,none,1,0.0
356,ATM Withdrawal - DEF Bank ATM,80.0,Cash Withdrawal,2024-03-17,14436,spending,March,none,1,0.0
357,Transfer to Vacation Fund,400.0,Transfers,2024-03-18,14436,spending,March,none,1,0.0
358,ATM Withdrawal - VWX Bank ATM,70.0,Cash Withdrawal,2024-03-20,14436,spending,March,none,1,0.0
359,ENT Specialist - Ear and Throat Exam,110.0,Healthcare,2024-03-20,14436,spending,March,none,1,0.0
360,Credit Card Payment - American Express **** 6789,180.0,Credit Card Payment,2024-03-20,14436,spending,March,none,1,0.0
361,Gas Station - Fuel Purchase,43.6,Transportation,2024-03-20,14436,spending,March,none,1,0.0
362,Fuel Purchase - Gas Station,46.4,Transportation,2024-03-20,14436,spending,March,none,1,0.0
363,Transfer from Checking to Savings,150.0,Transfers,2024-03-21,14436,spending,March,none,1,0.0
364,Food 4 Less,30.0,Groceries,2024-03-22,14436,spending,March,none,1,0.0
365,Trader Joe's,50.0,Groceries,2024-03-22,14436,spending,March,none,1,0.0
366,Amazon.com - Online Shopping,120.99,Online Shopping,2024-03-24,14436,spending,March,none,1,0.0
367,Transfer to Savings Account - Rainy Day Fund,300.0,Transfers,2024-03-24,14436,spending,March,none,1,0.0
368,Credit Card Payment - Visa **** 4567,95.75,Credit Card Payment,2024-03-25,14436,spending,March,none,1,0.0
369,Zara - Clothing Purchase,150.0,Shopping,2024-03-25,14436,spending,March,none,1,0.0
370,Charitable Donation - Red Cross,50.0,Charity,2024-03-28,14436,spending,March,none,1,0.0
371,Morrisons,45.0,Groceries,2024-03-28,14436,spending,March,none,1,0.0
372,Coffee Shop - Morning Brew,5.25,Dining Out,2024-03-29,14436,spending,March,none,1,0.0
373,ATM Withdrawal - PQR Bank ATM,80.0,Cash Withdrawal,2024-03-30,14436,spending,March,none,1,0.0
374,ATM Withdrawal - ABC Bank ATM,60.0,Cash Withdrawal,2024-03-31,14436,spending,March,none,1,0.0
375,Transfer from Savings to Checking,175.0,Transfers,2024-03-31,14436,spending,March,none,1,0.0
376,Rent Payment - Apt #303,1500.0,Housing,2024-04-01,14436,spending,April,none,1,0.0
377,Water Bill Payment - Municipality,65.75,Utilities,2024-04-01,14436,spending,April,none,1,0.0
378,Paycheck Deposit - ABC Corp.,10813.912139444998,Income,2024-04-01,14436,income,April,none,1,0.0
379,Publix Super Markets,55.0,Groceries,2024-04-01,14436,spending,April,none,1,0.0
380,ATM Withdrawal - XYZ Bank Branch,100.0,Cash Withdrawal,2024-04-02,14436,spending,April,none,1,0.0
381,Utilities Payment - Gas and Electric,95.0,Utilities,2024-04-02,14436,spending,April,none,1,0.0
382,Phone Bill Payment - Mobile Co.,65.0,Utilities,2024-04-03,14436,spending,April,none,1,0.0
383,ATM Withdrawal - ABC Bank ATM,60.0,Cash Withdrawal,2024-04-03,14436,spending,April,none,1,0.0
384,Coles,55.0,Groceries,2024-04-03,14436,spending,April,none,1,0.0
385,Utilities Payment - Internet Service,60.0,Utilities,2024-04-04,14436,spending,April,none,1,0.0
386,Grocery Shopping - Neighborhood Store,44.75,Groceries,2024-04-06,14436,spending,April,none,1,0.0
387,Restaurant - Dinner with Friends,100.0,Dining Out,2024-04-06,14436,spending,April,none,1,0.0
388,Fast Food - Lunch Combo,10.5,Dining Out,2024-04-06,14436,spending,April,none,1,0.0
389,ATM Withdrawal - JKL Bank ATM,90.0,Cash Withdrawal,2024-04-07,14436,spending,April,none,1,0.0
390,Home Improvement - Paint and Supplies,110.75,Home Improvement,2024-04-09,14436,spending,April,none,1,0.0
391,Chase Credit Card Payment - Visa **** 1234,350.25,Credit Card Payment,2024-04-09,14436,spending,April,none,1,0.0
392,Target Grocery,50.0,Groceries,2024-04-10,14436,spending,April,none,1,0.0
393,Transfer to Savings Account - Rainy Day Fund,300.0,Transfers,2024-04-12,14436,spending,April,none,1,0.0
394,Amazon Prime Membership Renewal,12.99,Online Shopping,2024-04-12,14436,spending,April,none,1,0.0
395,Transfer to Investment Account,450.0,Transfers,2024-04-12,14436,spending,April,none,1,0.0
396,Tesco,55.0,Groceries,2024-04-12,14436,spending,April,none,1,0.0
397,ATM Withdrawal - DEF Bank ATM,80.0,Cash Withdrawal,2024-04-13,14436,spending,April,none,1,0.0
398,Target - Discount Shopping,50.0,Shopping,2024-04-15,14436,spending,April,none,1,0.0
399,Maternity Clinic - Prenatal Checkup,120.0,Healthcare,2024-04-15,14436,spending,April,none,1,0.0
400,Allergy Clinic - Allergy Testing,75.0,Healthcare,2024-04-15,14436,spending,April,none,1,0.0
401,Asda,50.0,Groceries,2024-04-15,14436,spending,April,none,1,0.0
402,Credit Card Payment - Mastercard **** 5678,135.5,Credit Card Payment,2024-04-15,14436,spending,April,none,1,0.0
403,Reproductive Health Center - Fertility Consultation,120.0,Healthcare,2024-04-15,14436,spending,April,none,1,0.0
404,Fast Food - Lunch on the Go,15.2,Dining Out,2024-04-15,14436,spending,April,none,1,0.0
405,Credit Card Payment - American Express **** 5678,175.0,Credit Card Payment,2024-04-16,14436,spending,April,none,1,0.0
406,ATM Withdrawal - STU Bank ATM,100.0,Cash Withdrawal,2024-04-16,14436,spending,April,none,1,0.0
407,Transfer from Checking to Savings,150.0,Transfers,2024-04-16,14436,spending,April,none,1,0.0
408,Gas Station - Fuel Purchase,40.75,Transportation,2024-04-16,14436,spending,April,none,1,0.0
409,ATM Withdrawal - ABC Bank ATM,60.0,Cash Withdrawal,2024-04-17,14436,spending,April,none,1,0.0
410,Transfer to Emergency Fund,175.0,Transfers,2024-04-17,14436,spending,April,none,1,0.0
411,Grocery Store - Fresh Produce,38.45,Groceries,2024-04-17,14436,spending,April,none,1,0.0
412,Netflix Subscription - Monthly Charge,12.99,Streaming Services,2024-04-17,14436,spending,April,none,1,0.0
413,Amazon.com - Online Shopping,89.99,Online Shopping,2024-04-17,14436,spending,April,none,1,0.0
414,Transfer from Checking to Savings,200.0,Transfers,2024-04-18,14436,spending,April,none,1,0.0
415,Credit Card Payment - American Express **** 6789,180.0,Credit Card Payment,2024-04-19,14436,spending,April,none,1,0.0
416,Transfer from Savings to Checking,250.0,Transfers,2024-04-22,14436,spending,April,none,1,0.0
417,Gas Station - Fuel Purchase,42.75,Transportation,2024-04-22,14436,spending,April,none,1,0.0
418,Puma - Budget Sportswear,40.0,Shopping,2024-04-22,14436,spending,April,none,1,0.0
419,Coffee Shop - Afternoon Pick-Me-Up,5.75,Dining Out,2024-04-23,14436,spending,April,none,1,0.0
420,Transfer to Vacation Fund,350.0,Transfers,2024-04-23,14436,spending,April,none,1,0.0
421,Transfer to Vacation Fund,300.0,Transfers,2024-04-25,14436,spending,April,none,1,0.0
422,Transfer to Vacation Fund,400.0,Transfers,2024-04-25,14436,spending,April,none,1,0.0
423,Amazon Prime Membership Renewal,12.99,Online Shopping,2024-04-25,14436,spending,April,none,1,0.0
424,Transfer to Vacation Fund,400.0,Transfers,2024-04-25,14436,spending,April,none,1,0.0
425,ATM Withdrawal - MNO Bank ATM,80.0,Cash Withdrawal,2024-04-27,14436,spending,April,none,1,0.0
426,Charlotte Russe - Jewelry,10.0,Shopping,2024-04-27,14436,spending,April,none,1,0.0
427,ATM Withdrawal - DEF Bank ATM,90.0,Cash Withdrawal,2024-04-27,14436,spending,April,none,1,0.0
428,ATM Withdrawal - XYZ Bank ATM,70.0,Cash Withdrawal,2024-04-27,14436,spending,April,none,1,0.0
429,ATM Withdrawal - VWX Bank ATM,70.0,Cash Withdrawal,2024-04-29,14436,spending,April,none,1,0.0
430,BJ's Wholesale Club,70.0,Groceries,2024-04-29,14436,spending,April,none,1,0.0
431,Credit Card Payment - Mastercard **** 5678,135.0,Credit Card Payment,2024-04-29,14436,spending,April,none,1,0.0
432,Online Retailer - Electronics Purchase,199.99,Online Shopping,2024-04-29,14436,spending,April,none,1,0.0
433,ATM Withdrawal - GHI Bank ATM,60.0,Cash Withdrawal,2024-04-29,14436,spending,April,none,1,0.0
434,ATM Withdrawal - GHI Bank ATM,70.0,Cash Withdrawal,2024-04-30,14436,spending,April,none,1,0.0
435,Woolworths,45.0,Groceries,2024-04-30,14436,spending,April,none,1,0.0
436,Rent Payment - Apt #303,1500.0,Housing,2024-05-01,14436,spending,May,none,1,0.0
437,Water Bill Payment - Municipality,65.75,Utilities,2024-05-01,14436,spending,May,none,1,0.0
438,Transfer from Savings to Checking,250.0,Transfers,2024-05-01,14436,spending,May,none,1,0.0
439,Paycheck Deposit - ABC Corp.,10813.912139444998,Income,2024-05-01,14436,income,May,none,1,0.0
440,Utilities Payment - Gas and Electric,95.0,Utilities,2024-05-02,14436,spending,May,none,1,0.0
441,Phone Bill Payment - Mobile Co.,65.0,Utilities,2024-05-03,14436,spending,May,none,1,0.0
442,Fuel Purchase - Gas Station,40.75,Transportation,2024-05-03,14436,spending,May,none,1,0.0
443,Home Improvement - Hardware Store,85.6,Home Improvement,2024-05-03,14436,spending,May,none,1,0.0
444,ATM Withdrawal - GHI Bank ATM,60.0,Cash Withdrawal,2024-05-03,14436,spending,May,none,1,0.0
445,Monthly Account Maintenance Fee,7.0,Bank Fees,2024-05-03,14436,spending,May,none,1,0.0
446,Giant Food,45.0,Groceries,2024-05-03,14436,spending,May,none,1,0.0
447,Utilities Payment - Internet Service,60.0,Utilities,2024-05-04,14436,spending,May,none,1,0.0
448,Online Retailer - Electronics Purchase,199.99,Online Shopping,2024-05-04,14436,spending,May,none,1,0.0
449,Converse Outlet - Discounted Sneakers,40.0,Shopping,2024-05-05,14436,spending,May,none,1,0.0
450,Gap - Kids' Fashion,30.0,Shopping,2024-05-06,14436,spending,May,none,1,0.0
451,Zara - Kids' Clothing,35.0,Shopping,2024-05-06,14436,spending,May,none,1,0.0
452,Price Chopper,40.0,Groceries,2024-05-06,14436,spending,May,none,1,0.0
453,Fast Food - Lunch Combo,10.5,Dining Out,2024-05-06,14436,spending,May,none,1,0.0
454,ATM Withdrawal - DEF Bank ATM,80.0,Cash Withdrawal,2024-05-06,14436,spending,May,none,1,0.0
455,Online Retailer - Home Decor,89.99,Online Shopping,2024-05-07,14436,spending,May,none,1,0.0
456,Save Mart Supermarkets,45.0,Groceries,2024-05-09,14436,spending,May,none,1,0.0
457,Transfer to Vacation Fund,300.0,Transfers,2024-05-09,14436,spending,May,none,1,0.0
458,Transfer to Vacation Fund,350.0,Transfers,2024-05-09,14436,spending,May,none,1,0.0
459,ATM Withdrawal - XYZ Bank ATM,70.0,Cash Withdrawal,2024-05-10,14436,spending,May,none,1,0.0
460,Online Retailer - Clothing Purchase,70.99,Online Shopping,2024-05-10,14436,spending,May,none,1,0.0
461,Credit Card Payment - Mastercard **** 5678,150.0,Credit Card Payment,2024-05-10,14436,spending,May,none,1,0.0
462,Maternity Clinic - Prenatal Checkup,120.0,Healthcare,2024-05-13,14436,spending,May,none,1,0.0
463,Home Health Nursing - In-Home Nursing Care,180.0,Healthcare,2024-05-14,14436,spending,May,none,1,0.0
