,Unnamed: 0,Descriptions,Amount,Category,date,customer_id,type,is_scam_transaction,fraud_type,case_id,transaction_id,month,customer_scammed,In_or_Out,bank_to,bank_from,transac_prob,customer_prob,priority,date_DF_created,preds,diff
33882,33883,Online Retailer - Clothing Purchase,75.99,Online Shopping,09/11/2023,13827,spending,0,none,,,November,0,paid_out,bank_C,bank_B,0.57,0.24,1,03/11/2023,0,0
29951,29952,Phone Bill Payment - Mobile Co.,65,Utilities,04/11/2023,14064,spending,0,none,,,November,0,paid_out,bank_A,bank_D,0.38,0.25,1,03/11/2023,,0
29050,29051,Online Retailer - Clothing Purchase,70.99,Online Shopping,03/11/2023,14366,spending,0,none,,,November,0,paid_out,bank_C,bank_D,0.45,0.38,1,03/11/2023,,0
45556,45557,Transfer from Current to Savings,150,Transfers,24/11/2023,18959,spending,0,none,,,November,0,paid_out,bank_B,bank_B,0.56,0.36,2,03/11/2023,,0
27194,27195,Electricity Bill Payment - Utility Co.,85,Utilities,02/11/2023,15840,spending,0,none,,,November,0,paid_out,bank_D,bank_A,0.67,0.21,2,03/11/2023,,0
35133,35134,Fuel Purchase - Gas Station,45.6,Transportation,11/11/2023,17904,spending,0,none,,,November,0,paid_out,bank_D,bank_E,0.38,0.49,1,03/11/2023,,0
44672,44673,Transfer from Savings to Current,500,Transfers,23/11/2023,11824,income,0,none,,,November,1,paid_in,bank_C,bank_C,,0.79,3,03/11/2023,,0
30856,30857,Gas Station - Fuel Purchase,40.45,Transportation,05/11/2023,19932,spending,0,none,,,November,0,paid_out,bank_E,bank_A,0.11,0.26,1,03/11/2023,0,0
15911,15912,Credit Card Payment - Mastercard **** 5678,150,Credit Card Payment,19/10/2023,17309,spending,0,none,,,October,0,paid_out,bank_E,bank_C,0.75,0.39,2,03/11/2023,0,0
2577,2578,ATM Withdrawal - JKL Bank ATM,90,Cash Withdrawal,02/10/2023,19976,spending,0,none,,,October,0,paid_out,,bank_D,0.28,0.3,2,03/11/2023,,0
33683,33684,Smart & Final,35,Groceries,09/11/2023,17136,spending,0,none,,,November,0,paid_out,bank_A,bank_C,0.28,0.24,1,03/11/2023,,0
18844,18845,Transfer from Current to Savings,150,Transfers,23/10/2023,13955,spending,0,none,,,October,0,paid_out,bank_D,bank_D,0.75,0.24,2,03/11/2023,,0
9687,9688,Co-op,40,Groceries,11/10/2023,14933,spending,0,none,,,October,0,paid_out,bank_E,bank_B,0.24,0.29,1,03/11/2023,0,0
49482,49483,Amazon Prime Membership Renewal,12.99,Online Shopping,29/11/2023,13697,spending,0,none,,,November,0,paid_out,bank_D,bank_D,0.37,0.3,1,03/11/2023,,0
8539,8540,Home Improvement - Renovation Supplies,120.3,Home Improvement,09/10/2023,12171,spending,0,none,,,October,0,paid_out,bank_D,bank_C,0.57,0.56,2,03/11/2023,,0
47447,47448,Morrisons,45,Groceries,27/11/2023,15302,spending,0,none,,,November,0,paid_out,bank_C,bank_E,0.11,0.31,1,03/11/2023,,0
9914,9915,Tesco,55,Groceries,11/10/2023,19959,spending,0,none,,,October,0,paid_out,bank_C,bank_C,0.46,0.63,1,03/11/2023,,0
32068,32069,Fast Food - Lunch Combo,10.5,Dining Out,07/11/2023,16726,spending,0,none,,,November,0,paid_out,bank_C,bank_D,0.12,0.42,1,03/11/2023,,0
42778,42779,Transfer to Emergency Fund,200,Transfers,21/11/2023,17489,spending,0,none,,,November,0,paid_out,bank_A,bank_D,0.61,0.64,3,03/11/2023,,0
30652,30653,ATM Withdrawal - MNO Bank ATM,80,Cash Withdrawal,05/11/2023,11135,spending,0,none,,,November,0,paid_out,,bank_B,0.19,0.49,2,03/11/2023,,0
38111,38112,Gas Station - Fuel Purchase,43.6,Transportation,15/11/2023,11348,spending,0,none,,,November,1,paid_out,bank_B,bank_E,0.19,0.56,1,03/11/2023,,0
30885,30886,Restaurant - Dinner with Friends,100,Dining Out,05/11/2023,18571,spending,0,none,,,November,0,paid_out,bank_C,bank_E,0.44,0.61,2,03/11/2023,,0
48191,48192,Transfer from Savings to Current,300,Transfers,28/11/2023,19773,income,0,none,,,November,0,paid_in,bank_C,bank_C,,0.55,3,03/11/2023,,0
8265,8266,ATM Withdrawal - PQR Bank ATM,80,Cash Withdrawal,09/10/2023,11406,spending,0,none,,,October,0,paid_out,,bank_E,0.18,0.6,2,03/11/2023,0,0
44611,44612,Transfer to Emergency Fund,175,Transfers,23/11/2023,11585,spending,0,none,,,November,0,paid_out,bank_A,bank_D,0.5,0.43,3,03/11/2023,,0
7026,7027,Transfer to Vacation Fund,350,Transfers,07/10/2023,17699,spending,0,none,,,October,0,paid_out,bank_E,bank_C,0.75,0.57,3,03/11/2023,,0
2879,2880,ATM Withdrawal - DEF Bank ATM,80,Cash Withdrawal,02/10/2023,19334,spending,0,none,,,October,0,paid_out,,bank_C,0.19,0.43,2,03/11/2023,,0
33511,33512,ATM Withdrawal - ABC Bank ATM,60,Cash Withdrawal,09/11/2023,15831,spending,0,none,,,November,1,paid_out,,bank_E,0.15,0.77,2,03/11/2023,0,0
21887,21888,ATM Withdrawal - XYZ Bank ATM,70,Cash Withdrawal,27/10/2023,16427,spending,0,none,,,October,1,paid_out,,bank_B,0.29,0.75,2,03/11/2023,,0
24145,24146,ATM Withdrawal - STU Bank ATM,100,Cash Withdrawal,30/10/2023,11739,spending,0,none,,,October,0,paid_out,,bank_E,0.29,0.29,2,03/11/2023,,0
38617,38618,Whole Foods Market - Grocery Shopping,50.75,Groceries,15/11/2023,11439,spending,0,none,,,November,0,paid_out,bank_A,bank_D,0.44,0.67,1,03/11/2023,0,0
42520,42521,Amazon Prime Membership Renewal,12.99,Online Shopping,20/11/2023,18257,spending,0,none,,,November,0,paid_out,bank_A,bank_D,0.32,0.45,1,03/11/2023,,0
19613,19614,Online Retailer - Clothing Purchase,70.99,Online Shopping,24/10/2023,11144,spending,0,none,,,October,0,paid_out,bank_E,bank_B,0.57,0.56,1,03/11/2023,,0
35552,35553,ATM Withdrawal - XYZ Bank Branch,100,Cash Withdrawal,11/11/2023,17287,spending,0,none,,,November,0,paid_out,,bank_D,0.27,0.22,2,03/11/2023,,0
31028,31029,Piggly Wiggly,35,Groceries,06/11/2023,10710,spending,0,none,,,November,1,paid_out,bank_D,bank_A,0.36,0.87,1,03/11/2023,,0
15904,15905,ATM Withdrawal - GHI Bank ATM,70,Cash Withdrawal,19/10/2023,11406,spending,0,none,,,October,0,paid_out,,bank_E,0.28,0.6,2,03/11/2023,,0
46958,46959,Credit Card Payment - American Express **** 3456,200,Credit Card Payment,26/11/2023,11348,spending,0,none,,,November,1,paid_out,Intrnl,bank_E,0.73,0.56,4,03/11/2023,0,0
49237,49238,ATM Withdrawal - PQR Bank ATM,70,Cash Withdrawal,29/11/2023,15129,spending,0,none,,,November,0,paid_out,,bank_E,0.29,0.52,2,03/11/2023,,0
30152,30153,Radiation Oncology - Cancer Treatment,250,Healthcare,04/11/2023,13827,spending,0,none,,,November,0,paid_out,bank_B,bank_B,0.57,0.24,3,03/11/2023,1,1
47065,47066,Amazon Prime Membership Renewal,12.99,Online Shopping,26/11/2023,11529,spending,0,none,,,November,0,paid_out,bank_A,bank_C,0.13,0.49,1,03/11/2023,,0
29724,29725,Online Retailer - Electronics Purchase,199.99,Online Shopping,04/11/2023,17309,spending,0,none,,,November,0,paid_out,bank_D,bank_C,0.71,0.39,3,03/11/2023,,0
27387,27388,Utilities Payment - Gas and Electric,95,Utilities,02/11/2023,10254,spending,0,none,,,November,0,paid_out,bank_B,bank_A,0.45,0.56,2,03/11/2023,,0
28153,28154,ATM Withdrawal - XYZ Bank Branch,100,Cash Withdrawal,02/11/2023,18873,spending,0,none,,,November,1,paid_out,,bank_E,0.26,0.74,2,03/11/2023,,0
3314,3315,Restaurant Lunch - Business Meeting,75,Dining Out,03/10/2023,12184,spending,0,none,,,October,0,paid_out,bank_C,bank_A,0.31,0.68,1,03/11/2023,,0
25654,25655,Restaurant Lunch - Business Meeting,75,Dining Out,01/11/2023,15391,spending,0,none,,,November,1,paid_out,bank_C,bank_D,0.34,0.67,1,03/11/2023,,0
30227,30228,Fry's Food Stores,60,Groceries,04/11/2023,13511,spending,0,none,,,November,0,paid_out,bank_B,bank_A,0.56,0.55,1,03/11/2023,,0
8820,8821,Trader Joe's,50,Groceries,10/10/2023,10234,spending,0,none,,,October,0,paid_out,bank_D,bank_C,0.13,0.48,1,03/11/2023,0,0
34809,34810,Home Improvement - Home Depot,110.45,Home Improvement,10/11/2023,18792,spending,0,none,,,November,0,paid_out,bank_E,bank_A,0.54,0.24,2,03/11/2023,0,0
47678,47679,Online Shopping - Amazon,79.99,Online Shopping,27/11/2023,17489,spending,0,none,,,November,0,paid_out,bank_B,bank_D,0.32,0.64,1,03/11/2023,,0
17702,17703,Transfer to Emergency Fund,175,Transfers,22/10/2023,10271,spending,0,none,,,October,1,paid_out,bank_A,bank_E,0.59,0.89,3,03/11/2023,1,1
22542,22543,Transfer from Savings to Current,500,Transfers,28/10/2023,18264,income,0,none,,,October,0,paid_in,bank_E,bank_E,,0.27,3,03/11/2023,,0
48603,48604,ATM Withdrawal - MNO Bank ATM,80,Cash Withdrawal,28/11/2023,14589,spending,0,none,,,November,0,paid_out,,bank_A,0.21,0.56,2,03/11/2023,,0
18941,18942,Transfer to Vacation Fund,300,Transfers,23/10/2023,16132,spending,0,none,,,October,0,paid_out,bank_A,bank_C,0.53,0.29,3,03/11/2023,,0
35608,35609,ATM Withdrawal - XYZ Bank ATM,70,Cash Withdrawal,11/11/2023,19202,spending,0,none,,,November,0,paid_out,,bank_D,0.22,0.25,2,03/11/2023,0,0
15326,15327,Home Improvement Store - DIY Supplies,75.4,Home Improvement,18/10/2023,14221,spending,0,none,,,October,0,paid_out,bank_C,bank_E,0.45,0.27,1,03/11/2023,,0
24870,24871,Transfer to Emergency Fund,175,Transfers,31/10/2023,15176,spending,0,none,,,October,0,paid_out,bank_C,bank_E,0.51,0.29,3,03/11/2023,,0
40605,40606,Credit Card Payment - Visa **** 7890,85.25,Credit Card Payment,18/11/2023,17697,spending,0,none,,,November,0,paid_out,bank_C,bank_A,0.51,0.65,2,03/11/2023,,0
9540,9541,Online Shopping - Apparel,69.99,Online Shopping,11/10/2023,19001,spending,0,none,,,October,0,paid_out,bank_E,bank_C,0.51,0.4,1,03/11/2023,,0
15767,15768,ATM Withdrawal - ABC Bank ATM,60,Cash Withdrawal,19/10/2023,17974,spending,0,none,,,October,0,paid_out,,bank_C,0.21,0.56,2,03/11/2023,,0
28004,28005,Phone Bill Payment - Wireless Provider,65,Utilities,02/11/2023,11251,spending,0,none,,,November,0,paid_out,bank_A,bank_E,0.37,0.43,1,03/11/2023,,0
17937,17938,Geriatric Psychiatry - Elderly Mental Health,170,Healthcare,22/10/2023,15958,spending,0,none,,,October,1,paid_out,bank_D,bank_C,0.62,0.82,3,03/11/2023,,0
48014,48015,ATM Withdrawal - XYZ Bank ATM,70,Cash Withdrawal,28/11/2023,17862,spending,0,none,,,November,0,paid_out,,bank_B,0.17,0.21,2,03/11/2023,,0
29817,29818,Marks & Spencer,55,Groceries,04/11/2023,11348,spending,0,none,,,November,1,paid_out,bank_E,bank_E,0.45,0.56,1,03/11/2023,,0
32437,32438,Savings Account Interest - October,15.6,Interest,07/11/2023,18712,income,0,none,,,November,1,paid_in,bank_E,bank_E,,0.45,1,03/11/2023,,0
12558,12559,Transfer to Emergency Fund,200,Transfers,15/10/2023,13619,spending,0,none,,,October,0,paid_out,bank_E,bank_C,0.6,0.42,3,03/11/2023,,0
12593,12594,ATM Withdrawal - ABC Bank ATM,60,Cash Withdrawal,15/10/2023,12292,spending,0,none,,,October,0,paid_out,,bank_B,0.25,0.42,2,03/11/2023,0,0
15731,15732,ATM Withdrawal - MNO Bank ATM,80,Cash Withdrawal,19/10/2023,10913,spending,0,none,,,October,0,paid_out,,bank_B,0.26,0.23,2,03/11/2023,,0
2209,2210,ATM Withdrawal - ABC Bank ATM,60,Cash Withdrawal,02/10/2023,17718,spending,0,none,,,October,0,paid_out,,bank_D,0.1,0.68,2,03/11/2023,,0
19697,19698,Chase Credit Card Payment - Visa **** 1234,350.25,Credit Card Payment,24/10/2023,16392,spending,0,none,,,October,0,paid_out,Intrnl,bank_D,0.78,0.47,4,03/11/2023,0,0
35217,35218,Foot Locker - Athletic Footwear,50,Shopping,11/11/2023,17021,spending,0,none,,,November,0,paid_out,bank_E,bank_A,0.45,0.64,1,03/11/2023,,0
47690,47691,Online Shopping - Electronics,149.99,Online Shopping,27/11/2023,15971,spending,0,none,,,November,1,paid_out,bank_B,bank_E,0.4,0.55,2,03/11/2023,,0
33563,33564,Coffee Shop - Afternoon Pick-Me-Up,5.75,Dining Out,09/11/2023,14407,spending,0,none,,,November,0,paid_out,bank_D,bank_C,0.24,0.52,1,03/11/2023,,0
21346,21347,ATM Withdrawal - MNO Bank ATM,80,Cash Withdrawal,26/10/2023,17933,spending,0,none,,,October,0,paid_out,,bank_B,0.15,0.26,2,03/11/2023,,0
13768,13769,Monthly Service Fee - Bank Account,10,Bank Fees,16/10/2023,19358,spending,0,none,,,October,0,paid_out,bank_B,bank_B,0.39,0.28,1,03/11/2023,,0
41010,41011,ATM Withdrawal - PQR Bank ATM,70,Cash Withdrawal,18/11/2023,18377,spending,0,none,,,November,1,paid_out,,bank_B,0.19,0.54,2,03/11/2023,0,0
43672,43673,ATM Withdrawal - MNO Bank ATM,80,Cash Withdrawal,22/11/2023,13569,spending,0,none,,,November,0,paid_out,,bank_D,0.12,0.26,2,03/11/2023,0,0
34863,34864,Gadget Purchase - Tech Paradise,189.75,Electronics,10/11/2023,11439,spending,0,none,,,November,0,paid_out,Intrnl,bank_D,0.57,0.67,4,03/11/2023,,0
3744,3745,Utilities Payment - Electricity,80,Utilities,03/10/2023,16013,spending,0,none,,,October,0,paid_out,bank_A,bank_E,0.42,0.52,1,03/11/2023,,0
8908,8909,Dental Implant Surgery - Implant Procedure,180,Healthcare,10/10/2023,17055,spending,0,none,,,October,0,paid_out,bank_B,bank_C,0.54,0.22,3,03/11/2023,,0
40244,40245,Transfer from Savings to Current,175,Transfers,17/11/2023,17392,income,0,none,,,November,0,paid_in,bank_E,bank_E,,0.23,3,03/11/2023,,0
16439,16440,Fuel Purchase - Gas Station,40.75,Transportation,20/10/2023,18385,spending,0,none,,,October,0,paid_out,bank_D,bank_A,0.25,0.48,1,03/11/2023,0,0
21290,21291,Online Retailer - Home Decor,89.99,Online Shopping,26/10/2023,19932,spending,0,none,,,October,0,paid_out,bank_C,bank_A,0.67,0.26,2,03/11/2023,0,0
41751,41752,H&M - Clothing Purchase,45,Shopping,19/11/2023,13594,spending,0,none,,,November,0,paid_out,bank_E,bank_A,0.15,0.45,1,03/11/2023,,0
22485,22486,Fuel Purchase - Gas Station,43.25,Transportation,28/10/2023,18576,spending,0,none,,,October,0,paid_out,bank_E,bank_E,0.27,0.22,1,03/11/2023,,0
9002,9003,Credit Card Payment - Visa **** 1234,75.25,Credit Card Payment,10/10/2023,19717,spending,0,none,,,October,0,paid_out,bank_B,bank_E,0.54,0.41,1,03/11/2023,,0
43335,43336,Transfer from Savings to Current - Emergency Fund,500,Transfers,21/11/2023,16251,income,0,none,,,November,0,paid_in,bank_A,bank_A,,0.59,3,03/11/2023,,0
27805,27806,ATM Withdrawal - DEF Bank ATM,80,Cash Withdrawal,02/11/2023,13001,spending,0,none,,,November,0,paid_out,,bank_B,0.12,0.57,2,03/11/2023,,0
34589,34590,ATM Withdrawal - XYZ Bank ATM,70,Cash Withdrawal,10/11/2023,10204,spending,0,none,,,November,0,paid_out,,bank_A,0.19,0.66,2,03/11/2023,,0
49121,49122,ATM Withdrawal - XYZ Bank Branch,100,Cash Withdrawal,29/11/2023,17405,spending,0,none,,,November,0,paid_out,,bank_C,0.1,0.45,2,03/11/2023,,0
20516,20517,ATM Withdrawal - XYZ Bank Branch,100,Cash Withdrawal,25/10/2023,18997,spending,0,none,,,October,0,paid_out,,bank_B,0.28,0.43,2,03/11/2023,0,0
38884,38885,ATM Withdrawal - XYZ Bank Branch,100,Cash Withdrawal,16/11/2023,18012,spending,0,none,,,November,0,paid_out,,bank_C,0.29,0.43,2,03/11/2023,0,0
46962,46963,ATM Withdrawal - ABC Bank ATM,60,Cash Withdrawal,26/11/2023,14221,spending,0,none,,,November,0,paid_out,,bank_E,0.18,0.27,2,03/11/2023,0,0
26048,26049,Mobile Phone Bill Payment - Mobile Co.,45,Utilities,01/11/2023,12278,spending,0,none,,,November,0,paid_out,bank_C,bank_C,0.21,0.55,1,03/11/2023,1,1
43243,43244,Grocery Store - Fresh Produce,35.45,Groceries,21/11/2023,11135,spending,0,none,,,November,0,paid_out,bank_D,bank_B,0.35,0.49,1,03/11/2023,0,0
17878,17879,Coffee Shop - Cappuccino,5.25,Dining Out,22/10/2023,11349,spending,0,none,,,October,0,paid_out,bank_C,bank_B,0.23,0.36,1,03/11/2023,,0
33400,33401,Home Improvement - Paint and Supplies,110.75,Home Improvement,09/11/2023,18959,spending,0,none,,,November,0,paid_out,bank_E,bank_B,0.51,0.36,2,03/11/2023,,0
34578,34579,Online Shopping - Apparel,69.99,Online Shopping,10/11/2023,18355,spending,0,none,,,November,0,paid_out,bank_D,bank_A,0.58,0.57,1,03/11/2023,,0
3507,3508,ATM Withdrawal - XYZ Bank Branch,100,Cash Withdrawal,03/10/2023,18662,spending,0,none,,,October,0,paid_out,,bank_C,0.14,0.56,2,03/11/2023,0,0
28149,28150,Utilities Payment - Gas and Electric,95,Utilities,02/11/2023,11641,spending,0,none,,,November,1,paid_out,bank_E,bank_A,0.48,0.51,2,03/11/2023,1,1
